competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9ac2274e4a2887a0,2024-06-11T00:00:00,,Amazing product for hair growth!,I love this product it actually works and I can see all the baby hairs growing!!!! I only apply it to my roots then I leave it in over night then wash it out. I love it! So worth it!,martiir,False,True,7,"{""eye_color"": ""Blue"", ""hair_color"": ""Black"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,51dba43f8e27e835,2024-06-10T00:00:00,,Not sure of this formula,Compared to other products I have tried this formula is like water which causes the a lot of product to disperse from the dropper. The bottle is 1/2 gone after 2 weeks and I don’t see any results.,Jott99,False,True,3,"{""eye_color"": ""Hazel"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,449ea0fa36905d7a,2024-06-09T00:00:00,,,I have been using this product from last 4 weeks and it has made quite a difference .,,False,True,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a09040e85ab851c4,2024-06-02T00:00:00,,Did not work :(,"Six months of consistent use and my hair is growing longer and fuller around my part and hairline where I was experiencing loss due to bleaching, hot hair tools and stress",ashleyeshuler,True,True,4,"{""hair_color"": ""Blonde""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9e53c5fa082fd88b,2024-05-27T00:00:00,,A sure must-have,"Did not work for me, but maybe it would’ve if I used it for a few more months.",kashishhh,False,False,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6cc9c4f61a7e0bfa,2024-05-21T00:00:00,,Makes hair fall!!,After using this for about a month 's time I find it helps to keep my scalp moisturized and gives a fullness to my hair in total.,joym24,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9deb17cb8d0b5c2c,2024-05-14T00:00:00,,Actually works!,"I will give it 0 start if it was possible. I didn't even finish the bottle and I already have so many side effects. First, it is extremely greasy. Second, it increase my hair shedding 5 times. I started losing so much hair from the roots. Third, my scalped became extremely ichy.",lexcali96,False,True,22,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0bfcb7e9934d0ba2,2024-05-13T00:00:00,,A must for anyone recovering from hair loss!,"I was experiencing some traction alopecia along my hairline, so I decided to try this serum. I used it for about a month and just finished the bottle. I am very surprised and pleased with the results. I have color-treated relaxed hair, so I appreciate that it didn’t affect those processes.",jpage813,False,True,42,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1e0a7dc3ac346fac,2024-05-11T00:00:00,,,I’ve lost nearly all of my hair 3 times in my twenties from hormones/covid & this serum is part of my hair finally being the best it’s ever been. I have curly/coily textured hair that’s also fine & I’m on my third bottle in a year but that’s only bc I have a habit of forgetting to use it for days at a time. I even got my bf to use it & now it’s part of our bedtime routines. I have solid growth in my hair line around my forehead.,Keirstengaller,False,False,10,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,169f1c3d25950b09,2024-05-10T00:00:00,,Love the quantity for low price!,Better quantity for better price compared to many other brands. Worth giving a shot. Great consistency not oily.,teju1255,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,98d3d4ebd33e0f6e,2024-05-10T00:00:00,,Daily routine every night before sleep,"Non-sticky and very light serum. Not entirely sure if this is the reason behind my amazing results, but I no longer struggle with extremely bad hairfall!",aishwaryaram,False,False,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5150cc0f5e8a2468,2024-05-09T00:00:00,,Worst product ever,I suffer from alopecia and this serum helped me a lot. Is not going to work from one day to another but after 2 weeks of use you start seeing hair grow on the holes and the other part start to stop falling down. I’ve purchased2 of them,mariateresacm,False,True,13,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b4000c3dac1c3d79,2024-05-09T00:00:00,,Brows,"It led to hairfall. I have just started using this product and just after 2 uses, I noticed a lot of hairfall. This never happened to me in months. Worst product ever. Will not buy it ever again.",niksiiii,False,True,6,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5a31d0dc7b719af1,2024-05-08T00:00:00,,,I bought this for thinning brows and after one month of use see a significant difference. I apply nightly with a spoolie to clean skin and continue to brush until product is mostly absorbed.,cassest1998,False,True,14,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,453395f41782a06f,2024-05-07T00:00:00,,,I really don’t notice any difference from this. Maybe I haven’t used it long enough to tell a difference but I’m on my second bottle and don’t notice anything different.,Dakota1717,False,False,3,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,87bdd3a7088bbf6f,2024-05-06T00:00:00,,Amazing,"This hair serum is a lifesaver! I've struggled with hair fall for ages, but after using this product, I've seen a remarkable reduction in shedding. It's lightweight, non-greasy, and leaves my hair feeling smooth and manageable. Plus, the added bonus of stronger, healthier strands is a game-changer. Highly recommend for anyone dealing with hair fall issues!",pihuj,True,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e9e27fe996ad6f11,2024-05-01T00:00:00,,10/10,love. it is so so so easy to apply and doesn't make ur hair greasy. i can see a visible diff in my hairline!!!,axelocinn,False,False,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,27dc3ad70f7e7383,2024-04-29T00:00:00,,just meh,I've been using this for about two months and haven't noticed a real change. It makes my scalp and hair close to my scalp extremely greasy.,Hannah2551,False,True,5,"{""eye_color"": ""Brown"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,56118efe55703d13,2024-04-27T00:00:00,,Crazy eyebrow thickener,"This product is AMAZING! My hair has always been thinner than normal, but after only around a month, I began to notice that by hair was getting thicker. I have been getting sooo many compliments on my hair!",ollieworld,False,True,5,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,493a50e399206456,2024-04-24T00:00:00,,Triggered Intense Migraine,"Okay so I was originally using this product on my scalp for a spot where I have always had a thin amount of hair, but it left my hair a little greasy. However, I love the look of thick eyebrows and so I’ve been using this on them every night for the past 2 years and wow! My eyebrows are way thicker than they have ever been and I’m going to continue using this. I swear I grow hair in spots I never had before!",ToniSar,False,True,7,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a3c104ff8051d75e,2024-04-23T00:00:00,,,"Would give 0 stars if possible. Triggers migraines if you are prone to them, regardless of the amount of product distributed. This should be on a warning label, or in the product description.",,False,False,11,"{""eye_color"": ""Gray"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6d1ce1a53ef4221c,2024-04-21T00:00:00,,So far haven't seen results,When I first bought this I used it for 3 months consistently but didn't see results during that time. It gave my hair a slight greasy feeling when initially applied. I stopped using it for almost a month due to travelling but continued again when I got back. Maybe this product isn't working as effectively on me as it would on others but I'm still optimistic,Potato163,True,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e281b8942090afcd,2024-04-19T00:00:00,,1 bottle difference?,"Used to have an ed, recovered but my hair never did. The Ouai Serum was too pricey and not working fast enough so I switched to this, used one bottle and noticed my hair is already filling in!",Jordddyyy,False,False,16,"{""hair_color"": ""Brown""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,23ca84851a350431,2024-04-15T00:00:00,,Cheap and effective!,"I've used this on and off for the last year, and I'm almost done with the bottle. I haven't really noticed any results, but that's mostly my own fault with consistency. What I really like about this product is that it leaves my scalp feeling refreshed in the morning. It's not clarifying or detoxing, but it has an adjacent feeling.",Staelkg,False,True,4,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d2736beaaf453bd5,2024-04-14T00:00:00,,,"so I'm mature now, over 40! I started to have thinning and breakage near my temples, and it felt like I was shedding. I apply this after shower. it has helped, less shedding, and hairline has started to fill in with thicker hair. About 6ish months of use.",mynameisangela,False,True,7,"{""eye_color"": ""Green"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,aec59c5440d0bb75,2024-04-14T00:00:00,,,Wow! I never write reviews (like ever) but I started using this product after I lost a good majority of my hair due to weight loss and it did not leave me disappointed! You have to be thorough with your use (I use the product daily) and you’ll see results. I do recommend!,asmuchasican,False,True,78,"{""eye_color"": ""Green"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c336beb5ae035142,2024-04-11T00:00:00,,,Good non greasy serum but I didn’t see a that significant of an improvement after using this,Sara25323642,False,True,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1460c36558cfc532,2024-04-11T00:00:00,,Love this product so much!,I've been using this serum in my hair since easter 2023 and going strong with my 5th bottle. Its a really good serum for thinning hair and it help to hydrate your hair and leave it soft and smooth. Use only on your scalp as its a scalp serum or it will leave your end really oily. This serum is great if you want thick smooth hair!,Aarak56,True,True,4,"{""eye_color"": ""Brown"", ""skin_tone"": ""Tan"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2e59aeb8b0e2a284,2024-04-10T00:00:00,,Waste of money,"Had tried 2 bottle of this product, didn’t see any results.",shamini1326,False,False,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,908e379cb0a93eb4,2024-04-10T00:00:00,,good price for great results,i used this product every time i remembered🙈 which was like once a week and i saw a huge difference. i haven’t used it in the last three months and no hair has fallen out everything that grew stayed stayed,emkat04,False,True,31,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,655add9b37cb2316,2024-04-10T00:00:00,,not for me,"While I love the idea of a daily serum, my hair just can't handle it. Overall, it leaves my hair sticky and gross. I'll stick to pre-wash serums instead.",Fields1505,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6f89b2777998017c,2024-04-09T00:00:00,,No,"The serum is good, my hair has become denser, but keep in mind that I have been using it for less than a month. Yes, after application the hair seems greasy, but after a while everything is fine. I have a combination scalp, so I think it will help because I had problems with my hair",Snamay,False,False,3,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ba282ae68c9c3504,2024-04-05T00:00:00,,,This is not worth the hype i just reordered and used for 2 bottles but i didn’t get any difference before and after . This is not at all recommended for the people who want to buy for their hair,saikiranreddy,False,False,6,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1cf7c3c597d19fa4,2024-04-05T00:00:00,,Miracle,"I recommended this product! My husband was using it, it worked for him. Really saw the difference. Going for the 5th bottle",elmujer18,True,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,56ab32704ff07700,2024-04-01T00:00:00,,"Be patient, it is worth it!","This helped me grow back very thin patches of hair on my hairline, I have a few inches of new growth on these areas, I can not recommend this product more. BUT you have to be consistent. It will take time, but the results are so worth it!",Morgan242,False,False,8,"{""eye_color"": ""Blue"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ed26d6c4b09e2c1e,2024-03-29T00:00:00,,After a month you see results,"Loving it so far, a month using as directed and I e noticed how fuller my hair has gotten in some thinning areas.",brandib92,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,3c4eb62c0b10f840,2024-03-29T00:00:00,,Helped Hairline re-Grow,"Didn't help at all, also this product makes your hair greasy",Lyukaska,False,True,5,"{""hair_color"": ""Blonde"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bfeea724c2bd8cef,2024-03-28T00:00:00,,,Wow!! I never write reviews but I gotta say this stuff works. Only been using it for a month (every night on hairline) and it’s definitely helping with growing new hairs!!!,kfishhhyy,False,True,3,"{""eye_color"": ""Gray"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f851b8945e962e9f,2024-03-27T00:00:00,,,I have used this product consistently for many months/bottles... I wear tight pulled back ponytails often and I do find it helps with hair density around my forehead hairline! Will continue to use.,KatieRidge,False,True,4,"{""eye_color"": ""Hazel"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5e7784d6e55b9321,2024-03-26T00:00:00,,it works!,"I use this product everyday, day and night. I have been using it for one week and haven’t noticed any difference, however I am hopeful. It doesn’t smell like anything and isn’t greasy.",ellevalentine,True,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Blonde"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d670a1d5b005db70,2024-03-24T00:00:00,,Contains gluten,i love this serum! i had a scalp facial done which included a microscopic scalp analysis and was told i have lots of new regrowth and baby hairs!!,univerrsal,False,False,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,05d3d82638d4104b,2024-03-22T00:00:00,,My hair grows very quickly,"This product should NOT be labeled ""Gluten free"" as it contains triticum vulgare germ extract- wheat germ oil extract. Depending on the quality of the refining process it could be gluten free, but usually there often does contain a very small amount of gluten. ""According to celiac centers in the United States and Canada wheat germ oil is not a safe product for celiacs and gluten intolerant individuals."" GlutenFreeRN website. As I've read through quite a few reviews there has been cases of irritation to the scalp along with redness, hairloss, and other symptoms. I'm guessing that some of these people may have a sensitivity or allergy to gluten or wheat. Use with caution if you have Celiac disease, gluten intolerance or sensitivity or wheat allergy. As far as how the product works, I have not used it so, I cannot say. I just wanted to let people know there could be a problem for certain individuals.",factchecker777,False,True,13,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,800acb619aaaba0e,2024-03-21T00:00:00,,Gave me headaches.,I have been using this for 2 years. I think it has really helped my hair grow faster and thicker. I put a few drops on my scalp and massage in with a scalp massager!,peanutpuffy,False,True,8,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b25131d09ac67775,2024-03-21T00:00:00,,will be repurchasing,This product is not for me. I get really bad headache s after applying this. Some ingredient in this product doesn’t agree with me. :(,Kanwal07,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0c572eb3f17d080f,2024-03-20T00:00:00,,,"works really well for hair thinning, was very skeptical but honestly impressed with the result after finishing my first bottle and would defiently recommend trying!",barbi55,False,False,2,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9b37aac2dc59c239,2024-03-19T00:00:00,,USE IT AT NIGHT - high quality ingredients,Yes it LOOKS greasy at first but it dries overnight and you can’t tell in the morning. This serum contains ingredients that actually have evidence behind them at an affordable price,megavill,True,True,9,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b3df732573f251a9,2024-03-14T00:00:00,,Regular product in my daily routine,"My scalp was too dry and rough before using this product. The condition of my hair was too bad, then I found my hero product in this serum. After one week, baby hairs started to grow and it has made my hair root stronger than before.",Forhad,False,False,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0075952a495680ab,2024-03-14T00:00:00,,Didn’t work and IS SO greasy,"I’m perplexed why so many reviews say this isn’t greasy; it makes your hair looks SO greasy and heavy! I have a high widows peak that’s been receding and thinning, this did nothing after months of using it",RosiePosy30,False,True,8,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,58d0e4c3e97e1ce9,2024-03-13T00:00:00,,No Difference,Returned. May work for others but I don't think it's for ethnic hair. We can't just put a serum in our hair at night and leave it without buildup.,MissJetsetterHM,False,False,2,"{""eye_color"": ""Brown"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f48dc62180680394,2024-03-12T00:00:00,,Unimpressed,"I bought two of these for myself and daughter , I can’t tell it’s done anything at all , tough to spend money and then notice no results at all sad 😞",JenZSephora,False,False,3,"{""eye_color"": ""Green"", ""skin_tone"": ""Fair"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bd660e12aacda33c,2024-03-11T00:00:00,,,"I had used The Ordinary's lash serum with great results so I decided to give this a try for my visibly thinning front hair line. I've now gone through two bottles of this, used consistently over 6 months, but I don't really see or feel a difference. It does make my oily hair look a little greasy in the area where it is applied. No significant scent. There are a million reasons for hair loss so while this didn't work for me, it might still work for you.",gadogrrl,False,False,6,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ddf6883463cfd1dc,2024-03-11T00:00:00,,Good for my hair loss,"I love this for when i want something hydrating for my hair but not overly oily. my hair is dry and frizzy and literally DRINKS oil and i find that a little goes a long way. i love the way my hair feels after using it and my hair has been growing eversince i started oiling my hair all after losing so much hair from heat damage and dyed hair issues. i have been using numerous oils at once but this is definitely one of my favs, very affordable and also smells good",josphammy,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Auburn"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c2b028572fb0913b,2024-03-09T00:00:00,,severe reaction,severe allergic reaction. I ended up in the ER. I'm sure it's great for lots of people. and I didn't react to my first patch test so I thought I was good. my scalp face and chest became covered in hives. I had a bad migraine throughout the week and then started developing hives. I then had bad abdominal paint and heavy breathing. anyone who is sensitive or has allergies just be cautious. I did find a Reddit post about other serious reactions similar to mine,Jos1992,False,False,13,"{""eye_color"": ""Hazel"", ""hair_color"": ""Black"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,941766ce8f287420,2024-03-09T00:00:00,,Value for money,This is helping me grow my hair back! I was really skeptical at first but I can see new baby hair along my hairline. I don't think it strengthens the hair in general but it does what it says.,TanVB,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,828ca099663821b8,2024-03-07T00:00:00,,Regrow your edges,I bought this for my hairline and I see new little baby hairs. Hopefully over time it will help me achieve the results I want to see. I love the price point too,beautigoddess,False,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,326c1f389ceb90de,2024-03-05T00:00:00,,Must try!,I've been using this since November 2022. I've repurchased so many bottles. I have so much new growth it's crazy. I feel like my hair is back to how full it was when I was a teen. 10/10 would recommend.,Ilene38,False,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0cb4ababe8d506a5,2024-03-04T00:00:00,,,"I experience breakage in ny nape when my hair is dry and this has helped my hair grow well. My hair is naturally thick and I have no issue with density, but this definitely helps keep it up. I use rosemary & castor oil in addition to seal in moisture.",Godivakissed,False,True,1,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,30cd5fd6d9db1f93,2024-03-02T00:00:00,,GREAT,"This stuff made my hair, feel so hydrated and make it grow so fast and my hair wouldn’t get oily even if I didn’t wash it for five days ￼",whalen3,False,True,1,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a85cb3e0efc8ba71,2024-03-02T00:00:00,,Hair Fell Out,"Hair fell out. 2 bald spots in the front center of my scalp. I’ve never had hair fall out from any product ever before, I’m devastated",rrmeyerskc,False,False,119,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c99102bb3d6c2fa6,2024-03-01T00:00:00,,repurchase worthy,have definitely seen a difference after using an entire bottle! I have less hair fallout & my hair looks more healthy overall. Loved it sm that I’m repurchasing,yolisanxhez,False,True,0,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,dabadc2c5b2ea16e,2024-02-29T00:00:00,,A game changer,I don’t know why the rating are so low for this gem! This is the best ever budget friendly hair tonic I have ever got. I was crying over my severe hair fall without any reason and then I got this from Sephora and it is amazing. Must try product Must try product,Rachana25,False,True,7,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1ce4209ba37770e8,2024-02-24T00:00:00,,It works !!,Works really well and fast. .,doup27,False,True,1,"{""eye_color"": ""Green"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2fff95d72527eeb7,2024-02-22T00:00:00,,,"After a month I noticed tiny baby hairs have started sprouting everywhere on my head, so I guess it works! Revoderm is still the absolute miracle hair serum but too pricey. The Ordinary is cheaper.",Txia,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bbf4ac8d6af71475,2024-02-21T00:00:00,,Exceeded my expectations!,Have been using this for 3-4 weeks and my hair fall has significantly decreased and can feel new hair growth,Miliii101,False,True,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,878a3f2f90e29988,2024-02-19T00:00:00,,I recommend it .,"Noticed a HUGE difference in the two months I’ve used this. Massage about three droppers evenly throughout my scalp every night. My hair is sooo much fuller, longer, and healthier like never before.",vanillegirl,False,False,4,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5a8322fec325739c,2024-02-17T00:00:00,,Helped with hairline,"Excellent, my hair has grown a lot and haven’t had hair loss. I haven been using this for 2 months .",concepcioon,False,True,2,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2018e915ee9c7159,2024-02-16T00:00:00,,I liked this,I’ve bought this for a couple years and made it apart of my routine of putting it on before bed and washing out in the morning. Decided to check if it was doing its job and was when I compare my pictures I see a big difference my hairline! Left is now,hanskiis,False,True,34,"{""eye_color"": ""Brown"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fa8b0c0da0b9d9e8,2024-02-16T00:00:00,,Awful,I liked this and I think it made my hair feel a bit thicker but I didn’t really like the feeling when it was on my scalp but overall was a good product to help start my hair recovery,Tiramissa,False,True,3,"{""eye_color"": ""Gray"", ""hair_color"": ""Black"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,dd0efb1d225fa72a,2024-02-16T00:00:00,,,I noticed excessive shedding IMMEDIATELY after I started to use this. My hair felt super brittle and would knot and break off 24/7.,wavyting,False,True,5,"{""eye_color"": ""Brown"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Medium"", ""skin_type"": ""Combination""}"
